Time,50BTC.com,AntPool,BTC Guild,BTC.TOP,BTCC Pool,BW.COM,BitFury,BitMinter,Eligius,F2Pool,SlushPool,Unknown,ViaBTC,ghash.io,others,,ALL,ANTPOOL,F2POOL,VIABTC,BTCCOM
2017-01-24 00:00:00 UTC,,5.63E+17,,1.55E+17,2.33E+17,2.33E+17,1.36E+17,,,4.85E+17,2.13E+17,5.82E+16,1.55E+17,,6.60E+17,,2.89E+18,5.63E+17,4.85E+17,1.55E+17,6.75E+16
2017-01-25 00:00:00 UTC,,4.33E+17,,1.38E+17,2.17E+17,3.74E+17,1.97E+17,,1.97E+16,5.71E+17,1.58E+17,3.94E+16,2.17E+17,,5.71E+17,,2.93E+18,4.33E+17,5.71E+17,2.17E+17,1.14E+17
2017-01-26 00:00:00 UTC,,4.27E+17,,1.94E+17,1.75E+17,2.52E+17,1.94E+17,,,4.85E+17,1.36E+17,5.82E+16,1.94E+17,,8.92E+17,,3.01E+18,4.27E+17,4.85E+17,1.94E+17,7.55E+16
2017-01-27 00:00:00 UTC,,5.36E+17,,1.59E+17,2.18E+17,2.78E+17,2.18E+17,1.98E+16,,3.77E+17,9.92E+16,9.92E+16,3.97E+17,,9.72E+17,,3.37E+18,5.36E+17,3.77E+17,3.97E+17,2.05E+17
2017-01-28 00:00:00 UTC,,3.66E+17,,2.12E+17,2.89E+17,1.54E+17,2.51E+17,,,4.82E+17,1.93E+17,5.79E+16,2.51E+17,,6.75E+17,,2.93E+18,3.66E+17,4.82E+17,2.51E+17,1.32E+17
2017-01-29 00:00:00 UTC,,4.27E+17,,2.33E+17,3.10E+17,1.94E+17,3.88E+17,,,4.66E+17,1.36E+17,9.70E+16,1.75E+17,,8.15E+17,,3.24E+18,4.27E+17,4.66E+17,1.75E+17,2.16E+17
2017-01-30 00:00:00 UTC,,6.09E+17,,1.37E+17,1.57E+17,2.16E+17,2.36E+17,,,3.14E+17,7.86E+16,1.18E+17,2.95E+17,,6.68E+17,,2.83E+18,6.09E+17,3.14E+17,2.95E+17,7.95E+16
2017-01-31 00:00:00 UTC,,4.87E+17,,2.73E+17,9.74E+16,2.92E+17,2.73E+17,,,3.90E+17,1.56E+17,3.90E+16,2.73E+17,,5.45E+17,,2.82E+18,4.87E+17,3.90E+17,2.73E+17,1.56E+17
2017-02-01 00:00:00 UTC,,4.31E+17,,2.35E+17,3.33E+17,3.13E+17,4.11E+17,,,6.07E+17,2.15E+17,1.96E+16,3.52E+17,,8.42E+17,,3.76E+18,4.31E+17,6.07E+17,3.52E+17,1.01E+17
2017-02-02 00:00:00 UTC,,4.11E+17,,3.52E+17,3.13E+17,2.54E+17,2.74E+17,,,3.52E+17,1.17E+17,9.78E+16,1.96E+17,,7.04E+17,,3.07E+18,4.11E+17,3.52E+17,1.96E+17,1.66E+17
2017-02-03 00:00:00 UTC,,4.48E+17,,1.17E+17,2.34E+17,1.95E+17,3.31E+17,,,5.07E+17,1.95E+17,1.95E+16,3.31E+17,,5.26E+17,,2.91E+18,4.48E+17,5.07E+17,3.31E+17,1.08E+17
2017-02-04 00:00:00 UTC,,5.26E+17,,1.17E+17,1.36E+17,1.56E+17,2.53E+17,,,4.09E+17,1.75E+17,5.85E+16,2.14E+17,,7.60E+17,,2.81E+18,5.26E+17,4.09E+17,2.14E+17,7.97E+16
2017-02-05 00:00:00 UTC,,5.04E+17,,1.89E+17,1.47E+17,2.10E+17,5.25E+17,,,4.62E+17,2.10E+17,6.31E+16,3.15E+17,,7.15E+17,,3.34E+18,5.04E+17,4.62E+17,3.15E+17,2.29E+17
2017-02-06 00:00:00 UTC,,3.37E+17,,1.05E+17,1.47E+17,1.26E+17,3.58E+17,,,4.42E+17,1.47E+17,1.26E+17,2.74E+17,,5.68E+17,,2.63E+18,3.37E+17,4.42E+17,2.74E+17,6.53E+16
2017-02-07 00:00:00 UTC,,5.96E+17,,2.98E+17,2.77E+17,2.77E+17,3.83E+17,,,3.41E+17,6.39E+16,4.26E+16,1.49E+17,,7.88E+17,,3.22E+18,5.96E+17,3.41E+17,1.49E+17,1.22E+17
2017-02-08 00:00:00 UTC,,5.19E+17,,1.04E+17,2.28E+17,2.49E+17,3.73E+17,,,3.94E+17,1.87E+17,2.07E+16,2.07E+17,,7.47E+17,,3.03E+18,5.19E+17,3.94E+17,2.07E+17,1.31E+17
2017-02-09 00:00:00 UTC,,6.25E+17,,1.04E+17,1.87E+17,2.08E+17,2.50E+17,,,3.75E+17,2.29E+17,8.33E+16,4.17E+17,,1.04E+18,,3.52E+18,6.25E+17,3.75E+17,4.17E+17,1.18E+17
2017-02-10 00:00:00 UTC,,4.86E+17,,1.69E+17,1.48E+17,2.54E+17,4.65E+17,,,4.86E+17,1.48E+17,8.45E+16,2.11E+17,,6.55E+17,,3.11E+18,4.86E+17,4.86E+17,2.11E+17,1.47E+17
2017-02-11 00:00:00 UTC,,4.62E+17,,1.68E+17,1.47E+17,2.10E+17,2.73E+17,,,3.57E+17,1.89E+17,1.05E+17,2.73E+17,,7.35E+17,,2.92E+18,4.62E+17,3.57E+17,2.73E+17,7.71E+16
2017-02-12 00:00:00 UTC,,6.28E+17,,1.05E+17,2.09E+17,2.09E+17,3.77E+17,2.09E+16,,3.14E+17,1.47E+17,6.28E+16,2.09E+17,,6.49E+17,,2.93E+18,6.28E+17,3.14E+17,2.09E+17,7.61E+16
2017-02-13 00:00:00 UTC,,6.77E+17,,2.54E+17,2.96E+17,1.48E+17,3.60E+17,,,4.23E+17,1.27E+17,1.06E+17,2.54E+17,,8.04E+17,,3.45E+18,6.77E+17,4.23E+17,2.54E+17,1.31E+17
2017-02-14 00:00:00 UTC,,5.02E+17,,1.67E+17,2.09E+17,2.09E+17,2.93E+17,,,7.33E+17,2.09E+17,,2.09E+17,,1.00E+18,,3.54E+18,5.02E+17,7.33E+17,2.09E+17,2.74E+17
2017-02-15 00:00:00 UTC,,5.14E+17,,8.56E+16,1.50E+17,2.57E+17,2.78E+17,,,3.85E+17,2.57E+17,8.56E+16,2.14E+17,,7.49E+17,,2.98E+18,5.14E+17,3.85E+17,2.14E+17,1.52E+17
2017-02-16 00:00:00 UTC,,6.52E+17,,1.63E+17,1.83E+17,2.65E+17,3.67E+17,,,3.67E+17,1.63E+17,2.04E+16,1.43E+17,,7.54E+17,,3.08E+18,6.52E+17,3.67E+17,1.43E+17,1.74E+17
2017-02-17 00:00:00 UTC,,4.41E+17,,1.68E+17,2.52E+17,6.30E+16,3.36E+17,,,3.99E+17,1.89E+17,1.26E+17,3.36E+17,,8.61E+17,,3.17E+18,4.41E+17,3.99E+17,3.36E+17,1.26E+17
2017-02-18 00:00:00 UTC,,6.02E+17,,2.15E+17,2.37E+17,1.94E+17,2.37E+17,,,2.80E+17,1.72E+17,8.60E+16,2.15E+17,,1.01E+18,,3.25E+18,6.02E+17,2.80E+17,2.15E+17,1.16E+17
2017-02-19 00:00:00 UTC,,5.07E+17,,1.76E+17,6.61E+16,2.20E+17,3.75E+17,,,2.86E+17,2.86E+17,2.20E+16,2.20E+17,,7.93E+17,,2.95E+18,5.07E+17,2.86E+17,2.20E+17,1.78E+17
2017-02-20 00:00:00 UTC,,6.38E+17,,1.98E+17,2.42E+17,2.20E+17,4.40E+17,,,4.18E+17,2.20E+17,8.80E+16,1.10E+17,,6.82E+17,,3.26E+18,6.38E+17,4.18E+17,1.10E+17,8.27E+16
2017-02-21 00:00:00 UTC,,5.46E+17,,2.40E+17,1.75E+17,2.40E+17,2.40E+17,2.18E+16,,3.71E+17,1.53E+17,4.37E+16,1.31E+17,,8.52E+17,,3.01E+18,5.46E+17,3.71E+17,1.31E+17,1.94E+17
2017-02-22 00:00:00 UTC,,4.45E+17,,2.22E+17,2.67E+17,2.00E+17,4.22E+17,,,5.11E+17,2.00E+17,1.11E+17,8.89E+16,,6.00E+17,,3.07E+18,4.45E+17,5.11E+17,8.89E+16,1.21E+17
2017-02-23 00:00:00 UTC,,5.67E+17,,1.31E+17,2.40E+17,2.84E+17,3.71E+17,,,4.58E+17,1.96E+17,1.31E+17,1.31E+17,,7.63E+17,,3.27E+18,5.67E+17,4.58E+17,1.31E+17,1.37E+17
2017-02-24 00:00:00 UTC,,6.07E+17,,1.52E+17,2.60E+17,2.17E+17,2.17E+17,,,5.20E+17,1.73E+17,6.50E+16,1.73E+17,,1.15E+18,,3.53E+18,6.07E+17,5.20E+17,1.73E+17,6.22E+16
2017-02-25 00:00:00 UTC,,5.89E+17,,1.75E+17,2.18E+17,2.18E+17,6.11E+17,,,4.80E+17,2.62E+17,1.31E+17,1.96E+17,,7.64E+17,,3.64E+18,5.89E+17,4.80E+17,1.96E+17,2.97E+17
2017-02-26 00:00:00 UTC,,6.23E+17,,1.11E+17,3.78E+17,2.89E+17,5.78E+17,,,4.67E+17,1.56E+17,6.67E+16,1.56E+17,,1.13E+18,,3.96E+18,6.23E+17,4.67E+17,1.56E+17,1.14E+17
2017-02-27 00:00:00 UTC,,5.43E+17,,1.30E+17,1.52E+17,2.39E+17,4.12E+17,,,4.12E+17,1.30E+17,8.68E+16,2.17E+17,,8.03E+17,,3.13E+18,5.43E+17,4.12E+17,2.17E+17,1.74E+17
2017-02-28 00:00:00 UTC,,6.35E+17,,1.97E+17,2.63E+17,2.41E+17,3.28E+17,,,3.94E+17,2.85E+17,1.09E+17,1.97E+17,,7.01E+17,,3.35E+18,6.35E+17,3.94E+17,1.97E+17,1.68E+17
2017-03-01 00:00:00 UTC,,6.20E+17,,1.55E+17,2.22E+17,2.66E+17,3.99E+17,,,3.55E+17,1.55E+17,4.43E+16,2.22E+17,,7.53E+17,,3.19E+18,6.20E+17,3.55E+17,2.22E+17,2.59E+17
2017-03-02 00:00:00 UTC,,5.25E+17,,2.19E+17,2.41E+17,3.06E+17,1.97E+17,,2.19E+16,3.94E+17,2.41E+17,6.56E+16,4.15E+17,,8.09E+17,,3.43E+18,5.25E+17,3.94E+17,4.15E+17,1.26E+17
2017-03-03 00:00:00 UTC,,5.68E+17,,2.84E+17,3.28E+17,2.18E+17,4.59E+17,,,3.28E+17,2.18E+17,6.55E+16,2.40E+17,,5.90E+17,,3.30E+18,5.68E+17,3.28E+17,2.40E+17,1.72E+17
2017-03-04 00:00:00 UTC,,4.36E+17,,2.06E+17,2.52E+17,2.29E+17,3.21E+17,,,4.36E+17,1.15E+17,2.29E+16,2.52E+17,,7.57E+17,,3.03E+18,4.36E+17,4.36E+17,2.52E+17,2.35E+17
2017-03-05 00:00:00 UTC,,4.01E+17,,1.42E+17,3.54E+17,1.65E+17,3.07E+17,,,4.48E+17,2.60E+17,1.18E+17,2.83E+17,,9.91E+17,,3.47E+18,4.01E+17,4.48E+17,2.83E+17,1.78E+17
2017-03-06 00:00:00 UTC,,4.70E+17,,2.46E+17,1.79E+17,1.79E+17,2.69E+17,,,4.03E+17,2.46E+17,6.71E+16,3.80E+17,,7.39E+17,,3.18E+18,4.70E+17,4.03E+17,3.80E+17,1.58E+17
2017-03-07 00:00:00 UTC,,4.32E+17,,1.82E+17,2.50E+17,2.96E+17,4.32E+17,,,2.96E+17,2.05E+17,1.59E+17,2.50E+17,,9.77E+17,,3.48E+18,4.32E+17,2.96E+17,2.50E+17,8.86E+16
2017-03-08 00:00:00 UTC,,6.02E+17,,1.85E+17,3.01E+17,1.85E+17,2.78E+17,2.32E+16,,5.56E+17,1.16E+17,1.39E+17,2.32E+17,,6.72E+17,,3.29E+18,6.02E+17,5.56E+17,2.32E+17,2.17E+17
2017-03-09 00:00:00 UTC,,4.18E+17,,3.25E+17,1.63E+17,2.32E+17,3.49E+17,,,3.49E+17,2.32E+17,1.63E+17,3.49E+17,,8.60E+17,,3.44E+18,4.18E+17,3.49E+17,3.49E+17,1.02E+17
2017-03-10 00:00:00 UTC,,5.59E+17,,1.34E+17,1.79E+17,1.79E+17,3.80E+17,,,5.59E+17,1.79E+17,8.95E+16,3.13E+17,,9.17E+17,,3.49E+18,5.59E+17,5.59E+17,3.13E+17,1.57E+17
2017-03-11 00:00:00 UTC,,5.05E+17,,2.76E+17,2.76E+17,2.76E+17,3.45E+17,,,2.76E+17,2.07E+17,1.15E+17,1.84E+17,,9.65E+17,,3.42E+18,5.05E+17,2.76E+17,1.84E+17,1.73E+17
2017-03-12 00:00:00 UTC,,4.80E+17,,1.60E+17,2.06E+17,2.51E+17,5.02E+17,,,5.02E+17,1.83E+17,1.83E+17,1.83E+17,,8.91E+17,,3.54E+18,4.80E+17,5.02E+17,1.83E+17,1.29E+17
2017-03-13 00:00:00 UTC,,5.74E+17,,2.30E+17,2.76E+17,1.84E+17,4.13E+17,,,4.13E+17,2.07E+17,1.38E+17,2.07E+17,,6.89E+17,,3.33E+18,5.74E+17,4.13E+17,2.07E+17,1.23E+17
2017-03-14 00:00:00 UTC,,6.17E+17,,3.20E+17,2.97E+17,3.43E+17,4.12E+17,,,4.12E+17,1.83E+17,4.57E+16,2.29E+17,,7.09E+17,,3.57E+18,6.17E+17,4.12E+17,2.29E+17,8.72E+16
2017-03-15 00:00:00 UTC,,6.90E+17,,2.53E+17,2.53E+17,2.53E+17,2.30E+17,,2.30E+16,3.68E+17,2.53E+17,2.30E+16,1.61E+17,,7.59E+17,,3.27E+18,6.90E+17,3.68E+17,1.61E+17,1.64E+17
2017-03-16 00:00:00 UTC,,5.03E+17,,9.15E+16,3.20E+17,2.97E+17,2.52E+17,,,4.80E+17,1.83E+17,1.60E+17,1.83E+17,,1.03E+18,,3.50E+18,5.03E+17,4.80E+17,1.83E+17,1.36E+17
2017-03-17 00:00:00 UTC,,4.89E+17,,1.40E+17,2.09E+17,2.09E+17,4.42E+17,,,4.89E+17,2.79E+17,1.16E+17,1.86E+17,,1.02E+18,,3.58E+18,4.89E+17,4.89E+17,1.86E+17,1.68E+17
2017-03-18 00:00:00 UTC,,6.64E+17,,3.32E+17,1.90E+17,3.56E+17,5.21E+17,,,4.74E+17,1.66E+17,7.11E+16,2.37E+17,,7.11E+17,,3.72E+18,6.64E+17,4.74E+17,2.37E+17,2.16E+17
2017-03-19 00:00:00 UTC,,9.43E+17,,1.41E+17,1.41E+17,2.12E+17,4.72E+17,,,4.95E+17,2.59E+17,4.72E+16,2.83E+17,,8.96E+17,,3.89E+18,9.43E+17,4.95E+17,2.83E+17,1.37E+17
2017-03-20 00:00:00 UTC,,4.97E+17,,2.13E+17,3.79E+17,1.66E+17,2.60E+17,,,2.60E+17,1.66E+17,9.47E+16,1.89E+17,,9.94E+17,,3.22E+18,4.97E+17,2.60E+17,1.89E+17,1.40E+17
2017-03-21 00:00:00 UTC,,6.17E+17,,2.61E+17,1.42E+17,9.48E+16,2.85E+17,,,4.27E+17,3.56E+17,7.11E+16,3.32E+17,,7.83E+17,,3.37E+18,6.17E+17,4.27E+17,3.32E+17,1.79E+17
2017-03-22 00:00:00 UTC,,4.96E+17,,1.65E+17,3.07E+17,2.60E+17,4.96E+17,,,3.78E+17,2.60E+17,1.65E+17,1.89E+17,,1.04E+18,,3.75E+18,4.96E+17,3.78E+17,1.89E+17,6.98E+16
2017-03-23 00:00:00 UTC,,5.22E+17,,2.37E+17,1.90E+17,1.19E+17,4.51E+17,2.37E+16,,2.85E+17,2.61E+17,9.49E+16,2.37E+17,,1.09E+18,,3.51E+18,5.22E+17,2.85E+17,2.37E+17,2.81E+17
2017-03-24 00:00:00 UTC,,8.01E+17,,1.41E+17,3.30E+17,2.12E+17,4.71E+17,2.36E+16,,4.95E+17,1.41E+17,2.12E+17,2.36E+17,,1.08E+18,,4.15E+18,8.01E+17,4.95E+17,2.36E+17,1.83E+17
2017-03-25 00:00:00 UTC,,5.29E+17,,7.21E+16,2.88E+17,1.20E+17,4.81E+17,,,2.88E+17,2.40E+17,2.16E+17,1.68E+17,,7.93E+17,,3.20E+18,5.29E+17,2.88E+17,1.68E+17,1.84E+17
2017-03-26 00:00:00 UTC,,6.27E+17,,3.25E+17,3.02E+17,1.86E+17,4.18E+17,,,5.34E+17,1.86E+17,9.29E+16,2.32E+17,,9.52E+17,,3.85E+18,6.27E+17,5.34E+17,2.32E+17,8.53E+16
2017-03-27 00:00:00 UTC,,4.26E+17,,2.13E+17,2.13E+17,1.42E+17,2.13E+17,,,3.79E+17,2.60E+17,2.37E+16,3.31E+17,,9.23E+17,,3.12E+18,4.26E+17,3.79E+17,3.31E+17,1.68E+17
2017-03-28 00:00:00 UTC,,4.97E+17,,2.37E+17,1.42E+17,1.42E+17,4.26E+17,,,5.44E+17,2.60E+17,2.84E+17,2.13E+17,,9.23E+17,,3.67E+18,4.97E+17,5.44E+17,2.13E+17,1.60E+17
2017-03-29 00:00:00 UTC,,4.50E+17,,3.32E+17,1.42E+17,1.42E+17,3.32E+17,,,3.32E+17,2.13E+17,2.13E+17,2.37E+17,,8.76E+17,,3.27E+18,4.50E+17,3.32E+17,2.37E+17,1.91E+17
2017-03-30 00:00:00 UTC,,5.41E+17,,1.97E+17,2.21E+17,1.97E+17,3.69E+17,,,4.68E+17,4.68E+17,9.84E+16,2.46E+17,,1.23E+18,,4.04E+18,5.41E+17,4.68E+17,2.46E+17,6.39E+16
2017-03-31 00:00:00 UTC,,4.36E+17,,2.67E+17,3.15E+17,2.18E+17,4.12E+17,,,3.64E+17,2.91E+17,1.45E+17,7.27E+16,,7.52E+17,,3.27E+18,4.36E+17,3.64E+17,7.27E+16,6.39E+16
2017-04-01 00:00:00 UTC,,5.20E+17,,1.98E+17,1.24E+17,2.23E+17,3.71E+17,,,4.95E+17,2.72E+17,1.73E+17,1.24E+17,,7.68E+17,,3.27E+18,5.20E+17,4.95E+17,1.24E+17,7.68E+16
2017-04-02 00:00:00 UTC,,5.74E+17,,3.00E+17,4.49E+17,2.75E+17,4.24E+17,,,5.74E+17,1.50E+17,9.99E+16,2.25E+17,,8.74E+17,,3.95E+18,5.74E+17,5.74E+17,2.25E+17,1.18E+17
2017-04-03 00:00:00 UTC,,7.47E+17,,4.23E+17,4.23E+17,1.74E+17,2.99E+17,2.49E+16,,3.73E+17,9.96E+16,4.23E+17,2.24E+17,,1.17E+18,,4.38E+18,7.47E+17,3.73E+17,2.24E+17,1.07E+17
2017-04-04 00:00:00 UTC,,4.43E+17,,2.22E+17,2.96E+17,7.39E+16,3.69E+17,,,4.93E+17,9.85E+16,1.72E+17,1.48E+17,,7.64E+17,,3.08E+18,4.43E+17,4.93E+17,1.48E+17,1.32E+17
2017-04-05 00:00:00 UTC,,6.72E+17,,3.24E+17,3.24E+17,2.49E+17,5.72E+17,,,2.74E+17,2.49E+17,2.74E+17,2.49E+17,,8.46E+17,,4.03E+18,6.72E+17,2.74E+17,2.49E+17,1.99E+17
2017-04-06 00:00:00 UTC,,6.23E+17,,3.49E+17,3.49E+17,2.49E+17,3.49E+17,,,1.99E+17,2.24E+17,1.25E+17,1.50E+17,,1.05E+18,,3.67E+18,6.23E+17,1.99E+17,1.50E+17,1.43E+17
2017-04-07 00:00:00 UTC,,6.42E+17,,2.72E+17,4.20E+17,2.22E+17,3.70E+17,,,4.69E+17,2.22E+17,9.88E+16,9.88E+16,,1.19E+18,,4.00E+18,6.42E+17,4.69E+17,9.88E+16,3.03E+17
2017-04-08 00:00:00 UTC,,5.65E+17,,2.31E+17,4.11E+17,2.31E+17,5.39E+17,,,3.34E+17,1.80E+17,2.31E+17,5.14E+16,,7.45E+17,,3.52E+18,5.65E+17,3.34E+17,5.14E+16,2.15E+17
2017-04-09 00:00:00 UTC,,6.26E+17,,1.93E+17,4.09E+17,1.69E+17,4.57E+17,,,6.98E+17,2.17E+17,1.44E+17,2.41E+16,,8.91E+17,,3.83E+18,6.26E+17,6.98E+17,2.41E+16,2.15E+17
2017-04-10 00:00:00 UTC,,8.18E+17,,3.22E+17,2.98E+17,1.49E+17,3.47E+17,,,5.21E+17,2.23E+17,7.44E+16,9.92E+16,,7.93E+17,,3.64E+18,8.18E+17,5.21E+17,9.92E+16,6.62E+16
2017-04-11 00:00:00 UTC,,5.98E+17,,2.24E+17,3.74E+17,2.74E+17,5.48E+17,,,2.99E+17,2.74E+17,1.99E+17,2.49E+17,,1.12E+18,,4.16E+18,5.98E+17,2.99E+17,2.49E+17,1.57E+17
2017-04-12 00:00:00 UTC,,6.00E+17,,1.75E+17,3.50E+17,1.25E+17,4.25E+17,,,4.75E+17,2.25E+17,1.50E+17,1.75E+17,,8.49E+17,,3.55E+18,6.00E+17,4.75E+17,1.75E+17,1.29E+17
2017-04-13 00:00:00 UTC,,5.47E+17,,3.39E+17,2.87E+17,1.30E+17,3.91E+17,,,3.13E+17,2.34E+17,2.87E+17,2.61E+16,,7.55E+17,,3.31E+18,5.47E+17,3.13E+17,2.61E+16,6.47E+16
2017-04-14 00:00:00 UTC,,6.36E+17,,2.54E+17,3.05E+17,1.02E+17,3.05E+17,,,2.03E+17,1.53E+17,2.29E+17,2.29E+17,,1.12E+18,,3.53E+18,6.36E+17,2.03E+17,2.29E+17,1.80E+17
2017-04-15 00:00:00 UTC,,5.99E+17,,5.21E+17,2.60E+17,1.56E+17,3.91E+17,,,4.95E+17,3.13E+17,1.30E+17,7.81E+16,,9.64E+17,,3.91E+18,5.99E+17,4.95E+17,7.81E+16,1.53E+17
2017-04-16 00:00:00 UTC,,4.14E+17,,3.62E+17,3.10E+17,2.07E+17,4.65E+17,,,3.36E+17,2.07E+17,3.10E+17,1.03E+17,,1.06E+18,,3.78E+18,4.14E+17,3.36E+17,1.03E+17,2.36E+17
2017-04-17 00:00:00 UTC,,6.23E+17,,2.33E+17,3.11E+17,2.59E+17,2.85E+17,,,3.63E+17,2.08E+17,2.08E+17,1.82E+17,,9.08E+17,,3.58E+18,6.23E+17,3.63E+17,1.82E+17,9.05E+16
2017-04-18 00:00:00 UTC,,5.65E+17,,3.85E+17,3.85E+17,1.54E+17,4.11E+17,,,4.62E+17,2.31E+17,1.28E+17,5.14E+16,,9.76E+17,,3.75E+18,5.65E+17,4.62E+17,5.14E+16,1.83E+17
2017-04-19 00:00:00 UTC,,6.27E+17,,2.87E+17,4.44E+17,2.61E+17,1.83E+17,,,4.18E+17,2.09E+17,2.61E+17,1.04E+17,,9.40E+17,,3.73E+18,6.27E+17,4.18E+17,1.04E+17,1.28E+17
2017-04-20 00:00:00 UTC,,6.78E+17,,3.91E+17,1.82E+17,1.82E+17,3.91E+17,,,3.65E+17,1.82E+17,1.56E+17,5.21E+16,,1.02E+18,,3.60E+18,6.78E+17,3.65E+17,5.21E+16,1.90E+17
2017-04-21 00:00:00 UTC,,8.42E+17,,4.59E+17,4.59E+17,7.65E+16,2.04E+17,,,4.08E+17,3.83E+17,2.04E+17,1.79E+17,,1.05E+18,,4.26E+18,8.42E+17,4.08E+17,1.79E+17,1.27E+17
2017-04-22 00:00:00 UTC,,7.26E+17,,2.33E+17,3.37E+17,1.82E+17,3.37E+17,,,3.63E+17,2.08E+17,1.30E+17,1.56E+17,,1.09E+18,,3.76E+18,7.26E+17,3.63E+17,1.56E+17,2.59E+17
2017-04-23 00:00:00 UTC,,6.48E+17,,4.15E+17,2.33E+17,2.07E+17,2.85E+17,,,4.66E+17,2.59E+17,1.81E+17,2.85E+17,,9.85E+17,,3.96E+18,6.48E+17,4.66E+17,2.85E+17,9.47E+16
2017-04-24 00:00:00 UTC,,4.15E+17,,1.81E+17,2.85E+17,2.33E+17,4.15E+17,,,2.59E+17,1.04E+17,7.77E+16,1.30E+17,,1.11E+18,,3.21E+18,4.15E+17,2.59E+17,1.30E+17,1.45E+17
2017-04-25 00:00:00 UTC,,6.72E+17,,5.17E+17,2.58E+17,1.55E+17,3.62E+17,,,3.88E+17,2.58E+17,1.55E+17,2.33E+17,,8.27E+17,,3.82E+18,6.72E+17,3.88E+17,2.33E+17,1.80E+17
2017-04-26 00:00:00 UTC,,5.94E+17,,3.88E+17,2.33E+17,2.33E+17,4.13E+17,,,3.62E+17,1.29E+17,4.39E+17,2.07E+17,,9.56E+17,,3.95E+18,5.94E+17,3.62E+17,2.07E+17,2.22E+17
2017-04-27 00:00:00 UTC,,5.20E+17,,3.12E+17,4.68E+17,1.04E+17,3.90E+17,,,5.20E+17,2.60E+17,4.94E+17,7.80E+16,,6.76E+17,,3.82E+18,5.20E+17,5.20E+17,7.80E+16,1.77E+17
2017-04-28 00:00:00 UTC,,5.45E+17,,2.60E+17,4.93E+17,1.82E+17,2.60E+17,,,4.41E+17,1.56E+17,3.11E+17,2.60E+17,,6.23E+17,,3.53E+18,5.45E+17,4.41E+17,2.60E+17,9.75E+16
2017-04-29 00:00:00 UTC,,8.08E+17,,3.39E+17,2.87E+17,3.39E+17,3.65E+17,,,3.91E+17,2.61E+17,6.26E+17,3.39E+17,,7.56E+17,,4.51E+18,8.08E+17,3.91E+17,3.39E+17,1.95E+17
2017-04-30 00:00:00 UTC,,8.01E+17,,4.13E+17,4.39E+17,1.55E+17,4.91E+17,,,2.58E+17,2.58E+17,3.36E+17,1.03E+17,,6.46E+17,,3.90E+18,8.01E+17,2.58E+17,1.03E+17,2.80E+17
2017-05-01 00:00:00 UTC,,4.44E+17,,3.13E+17,3.65E+17,2.87E+17,2.61E+17,,2.61E+16,5.22E+17,2.35E+17,4.96E+17,1.57E+17,,8.09E+17,,3.92E+18,4.44E+17,5.22E+17,1.57E+17,2.26E+17
2017-05-02 00:00:00 UTC,,5.96E+17,,3.37E+17,3.63E+17,2.85E+17,4.41E+17,,,4.67E+17,1.81E+17,3.89E+17,2.33E+17,,8.03E+17,,4.09E+18,5.96E+17,4.67E+17,2.33E+17,1.63E+17
2017-05-03 00:00:00 UTC,,4.39E+17,,2.84E+17,4.65E+17,2.58E+17,2.58E+17,,2.58E+16,3.87E+17,1.81E+17,1.81E+17,2.58E+17,,6.71E+17,,3.41E+18,4.39E+17,3.87E+17,2.58E+17,2.05E+17
2017-05-04 00:00:00 UTC,,7.26E+17,,5.70E+17,2.85E+17,1.82E+17,3.37E+17,,,5.19E+17,2.07E+17,4.67E+17,7.78E+16,,9.85E+17,,4.36E+18,7.26E+17,5.19E+17,7.78E+16,3.50E+17
2017-05-05 00:00:00 UTC,,5.18E+17,,3.62E+17,3.88E+17,1.81E+17,3.88E+17,,,3.11E+17,1.04E+17,1.81E+17,3.11E+17,,5.95E+17,,3.34E+18,5.18E+17,3.11E+17,3.11E+17,1.96E+17
2017-05-06 00:00:00 UTC,,6.83E+17,,3.41E+17,4.20E+17,2.89E+17,3.41E+17,,,4.99E+17,1.84E+17,4.46E+17,2.36E+17,,9.72E+17,,4.41E+18,6.83E+17,4.99E+17,2.36E+17,2.73E+17
2017-05-07 00:00:00 UTC,,6.43E+17,,3.34E+17,4.63E+17,1.03E+17,3.60E+17,5.14E+16,,4.63E+17,2.83E+17,5.66E+17,3.34E+17,,6.94E+17,,4.29E+18,6.43E+17,4.63E+17,3.34E+17,1.07E+17
2017-05-08 00:00:00 UTC,,1.18E+18,,2.62E+17,4.45E+17,1.31E+17,3.93E+17,,,3.14E+17,2.88E+17,5.76E+17,3.67E+17,,7.59E+17,,4.71E+18,1.18E+18,3.14E+17,3.67E+17,3.22E+17
2017-05-09 00:00:00 UTC,,8.00E+17,,5.16E+17,1.03E+17,2.58E+17,1.81E+17,,,2.84E+17,1.29E+17,5.16E+17,3.87E+17,,8.26E+17,,4.00E+18,8.00E+17,2.84E+17,3.87E+17,2.43E+17
2017-05-10 00:00:00 UTC,,7.51E+17,,4.17E+17,2.78E+17,3.06E+17,3.89E+17,,,3.06E+17,1.11E+17,4.73E+17,3.62E+17,,7.23E+17,,4.12E+18,7.51E+17,3.06E+17,3.62E+17,1.95E+17
