Time,50BTC.com,AntPool,BTC Guild,BTC.TOP,BTCC Pool,BW.COM,BitFury,BitMinter,Eligius,F2Pool,SlushPool,Unknown,ViaBTC,ghash.io,others,,ALL,ANTPOOL,F2POOL,VIABTC,BTCCOM
2016-06-13 00:00:00 UTC,,2.54E+17,,,2.74E+17,1.86E+17,1.47E+17,1.95E+16,9.77E+15,4.20E+17,4.89E+16,1.95E+16,9.77E+15,,1.86E+17,,1.57E+18,2.54E+17,4.20E+17,9.77E+15,0.00E+00
2016-06-14 00:00:00 UTC,,3.01E+17,,,1.36E+17,1.36E+17,1.36E+17,,,2.53E+17,1.07E+17,1.94E+16,,9.72E+15,1.85E+17,,1.28E+18,3.01E+17,2.53E+17,1.46E+16,0.00E+00
2016-06-15 00:00:00 UTC,,3.24E+17,,,1.57E+17,1.57E+17,1.18E+17,,,3.24E+17,7.85E+16,3.93E+16,1.96E+16,9.82E+15,2.65E+17,,1.49E+18,3.24E+17,3.24E+17,1.96E+16,0.00E+00
2016-06-16 00:00:00 UTC,,3.24E+17,,,2.26E+17,1.87E+17,9.83E+16,,,3.44E+17,7.86E+16,1.97E+16,,,1.87E+17,,1.46E+18,3.24E+17,3.44E+17,1.56E+16,0.00E+00
2016-06-17 00:00:00 UTC,,2.02E+17,,,1.35E+17,2.60E+17,1.73E+17,,9.63E+15,2.99E+17,1.06E+17,2.89E+16,9.63E+15,,2.12E+17,,1.44E+18,2.02E+17,2.99E+17,9.63E+15,0.00E+00
2016-06-18 00:00:00 UTC,,2.62E+17,,,1.65E+17,2.14E+17,1.17E+17,,,4.76E+17,1.26E+17,,,9.72E+15,1.65E+17,,1.54E+18,2.62E+17,4.76E+17,1.25E+16,0.00E+00
2016-06-19 00:00:00 UTC,,3.90E+17,,,1.66E+17,1.56E+17,1.66E+17,9.74E+15,,4.00E+17,7.80E+16,4.87E+16,,,3.12E+17,,1.72E+18,3.90E+17,4.00E+17,1.55E+16,0.00E+00
2016-06-20 00:00:00 UTC,,3.02E+17,,,1.36E+17,2.43E+17,1.75E+17,,9.74E+15,5.16E+17,1.95E+16,2.92E+16,1.95E+16,,1.46E+17,,1.60E+18,3.02E+17,5.16E+17,1.95E+16,0.00E+00
2016-06-21 00:00:00 UTC,,3.62E+17,,,1.34E+17,2.38E+17,1.24E+17,2.07E+16,,3.41E+17,4.13E+16,5.17E+16,2.07E+16,,2.07E+17,,1.54E+18,3.62E+17,3.41E+17,2.07E+16,0.00E+00
2016-06-22 00:00:00 UTC,,2.28E+17,,,1.45E+17,1.87E+17,1.14E+17,,1.04E+16,3.73E+17,5.18E+16,3.11E+16,2.07E+16,,1.76E+17,,1.34E+18,2.28E+17,3.73E+17,2.07E+16,0.00E+00
2016-06-23 00:00:00 UTC,,1.56E+17,,,1.76E+17,2.80E+17,1.04E+17,1.04E+16,,3.52E+17,8.29E+16,1.04E+16,1.04E+16,,2.70E+17,,1.45E+18,1.56E+17,3.52E+17,1.04E+16,0.00E+00
2016-06-24 00:00:00 UTC,,2.08E+17,,,1.67E+17,2.08E+17,9.38E+16,,,3.75E+17,1.04E+17,,1.04E+16,,1.77E+17,,1.34E+18,2.08E+17,3.75E+17,1.04E+16,0.00E+00
2016-06-25 00:00:00 UTC,,3.44E+17,,,2.71E+17,2.19E+17,1.87E+17,,1.04E+16,3.23E+17,7.29E+16,1.04E+16,,2.08E+16,2.29E+17,,1.69E+18,3.44E+17,3.23E+17,1.54E+16,0.00E+00
2016-06-26 00:00:00 UTC,,2.10E+17,,,2.42E+17,2.63E+17,1.05E+17,,,3.47E+17,4.20E+16,3.15E+16,2.10E+16,,2.73E+17,,1.53E+18,2.10E+17,3.47E+17,2.10E+16,0.00E+00
2016-06-27 00:00:00 UTC,,3.41E+17,,,2.28E+17,2.07E+17,1.45E+17,,,3.00E+17,3.10E+16,4.14E+16,,1.03E+16,2.17E+17,,1.52E+18,3.41E+17,3.00E+17,1.54E+16,0.00E+00
2016-06-28 00:00:00 UTC,,2.92E+17,,,1.98E+17,2.50E+17,1.36E+17,1.04E+16,1.04E+16,2.71E+17,7.30E+16,5.21E+16,1.04E+16,,2.40E+17,,1.54E+18,2.92E+17,2.71E+17,1.04E+16,0.00E+00
2016-06-29 00:00:00 UTC,,2.51E+17,,,2.51E+17,2.40E+17,8.36E+16,,,3.66E+17,6.27E+16,,3.13E+16,,2.40E+17,,1.53E+18,2.51E+17,3.66E+17,3.13E+16,0.00E+00
2016-06-30 00:00:00 UTC,,4.03E+17,,,1.45E+17,1.76E+17,1.66E+17,,,3.21E+17,7.24E+16,1.03E+16,1.03E+16,,2.48E+17,,1.55E+18,4.03E+17,3.21E+17,1.03E+16,0.00E+00
2016-07-01 00:00:00 UTC,,3.68E+17,,,2.73E+17,2.42E+17,1.58E+17,,,3.05E+17,6.30E+16,1.05E+16,1.05E+16,1.05E+16,1.89E+17,,1.63E+18,3.68E+17,3.05E+17,1.05E+16,0.00E+00
2016-07-02 00:00:00 UTC,,3.31E+17,,,2.27E+17,1.86E+17,1.24E+17,,1.03E+16,3.31E+17,1.14E+17,1.03E+16,,,2.07E+17,,1.54E+18,3.31E+17,3.31E+17,1.55E+16,0.00E+00
2016-07-03 00:00:00 UTC,,3.28E+17,,,1.48E+17,2.85E+17,1.16E+17,,,3.49E+17,7.40E+16,3.17E+16,2.11E+16,,2.75E+17,,1.63E+18,3.28E+17,3.49E+17,2.11E+16,0.00E+00
2016-07-04 00:00:00 UTC,,2.87E+17,,,2.05E+17,2.66E+17,7.16E+16,2.05E+16,,3.07E+17,8.19E+16,1.02E+16,1.02E+16,,2.87E+17,,1.55E+18,2.87E+17,3.07E+17,1.02E+16,0.00E+00
2016-07-05 00:00:00 UTC,,2.77E+17,,,1.17E+17,2.23E+17,2.13E+17,,,3.09E+17,5.32E+16,4.26E+16,3.19E+16,,2.77E+17,,1.54E+18,2.77E+17,3.09E+17,3.19E+16,0.00E+00
2016-07-06 00:00:00 UTC,,3.09E+17,,,2.02E+17,2.34E+17,1.81E+17,,,2.66E+17,8.51E+16,,1.06E+16,,2.02E+17,,1.49E+18,3.09E+17,2.66E+17,1.06E+16,0.00E+00
2016-07-07 00:00:00 UTC,,2.85E+17,,,2.11E+17,2.01E+17,1.06E+17,,1.06E+16,2.74E+17,5.28E+16,3.17E+16,3.17E+16,,2.43E+17,,1.45E+18,2.85E+17,2.74E+17,3.17E+16,0.00E+00
2016-07-08 00:00:00 UTC,,3.40E+17,,,1.60E+17,2.13E+17,1.49E+17,,,3.62E+17,3.19E+16,3.19E+16,2.13E+16,1.06E+16,2.23E+17,,1.54E+18,3.40E+17,3.62E+17,2.13E+16,0.00E+00
2016-07-09 00:00:00 UTC,,3.49E+17,,,2.22E+17,2.96E+17,9.52E+16,,,2.96E+17,8.46E+16,4.23E+16,2.12E+16,,1.69E+17,,1.58E+18,3.49E+17,2.96E+17,2.12E+16,0.00E+00
2016-07-10 00:00:00 UTC,,4.15E+17,,,2.45E+17,2.34E+17,6.38E+16,,1.06E+16,3.08E+17,8.51E+16,,2.13E+16,1.06E+16,2.66E+17,,1.66E+18,4.15E+17,3.08E+17,2.13E+16,0.00E+00
2016-07-11 00:00:00 UTC,,3.18E+17,,,1.16E+17,1.91E+17,1.06E+17,,,3.28E+17,1.27E+17,5.29E+16,2.12E+16,1.06E+16,2.44E+17,,1.51E+18,3.18E+17,3.28E+17,2.12E+16,0.00E+00
2016-07-12 00:00:00 UTC,,3.51E+17,,,1.91E+17,2.23E+17,9.57E+16,,1.06E+16,2.87E+17,8.51E+16,1.06E+16,3.19E+16,,2.34E+17,,1.52E+18,3.51E+17,2.87E+17,3.19E+16,0.00E+00
2016-07-13 00:00:00 UTC,,2.33E+17,,,1.80E+17,1.80E+17,1.27E+17,,1.06E+16,2.64E+17,8.45E+16,2.11E+16,,,2.64E+17,,1.36E+18,2.33E+17,2.64E+17,3.19E+16,0.00E+00
2016-07-14 00:00:00 UTC,,2.34E+17,,,2.34E+17,1.70E+17,1.27E+17,,2.12E+16,3.72E+17,7.43E+16,1.06E+16,3.19E+16,,2.23E+17,,1.50E+18,2.34E+17,3.72E+17,3.19E+16,0.00E+00
2016-07-15 00:00:00 UTC,,2.87E+17,,,1.60E+17,2.24E+17,1.60E+17,,,2.66E+17,7.45E+16,1.06E+16,3.19E+16,,2.24E+17,,1.44E+18,2.87E+17,2.66E+17,3.19E+16,0.00E+00
2016-07-16 00:00:00 UTC,,2.86E+17,,,2.43E+17,2.43E+17,1.48E+17,,,3.18E+17,1.27E+17,,5.29E+16,,2.43E+17,,1.66E+18,2.86E+17,3.18E+17,5.29E+16,0.00E+00
2016-07-17 00:00:00 UTC,,3.55E+17,,,1.62E+17,2.15E+17,9.69E+16,1.08E+16,,4.41E+17,6.46E+16,1.08E+16,5.38E+16,1.08E+16,1.83E+17,,1.60E+18,3.55E+17,4.41E+17,5.38E+16,0.00E+00
2016-07-18 00:00:00 UTC,,2.50E+17,,,1.88E+17,2.29E+17,1.56E+17,,,3.44E+17,1.15E+17,3.13E+16,7.30E+16,,1.56E+17,,1.54E+18,2.50E+17,3.44E+17,7.30E+16,0.00E+00
2016-07-19 00:00:00 UTC,,2.67E+17,,,2.35E+17,1.71E+17,1.60E+17,,1.07E+16,2.35E+17,5.34E+16,3.20E+16,4.27E+16,,1.60E+17,,1.37E+18,2.67E+17,2.35E+17,4.27E+16,0.00E+00
2016-07-20 00:00:00 UTC,,3.09E+17,,,2.13E+17,1.92E+17,2.56E+17,,,2.66E+17,9.59E+16,2.13E+16,5.33E+16,,1.92E+17,,1.60E+18,3.09E+17,2.66E+17,5.33E+16,0.00E+00
2016-07-21 00:00:00 UTC,,3.20E+17,,,1.49E+17,2.24E+17,1.92E+17,1.07E+16,,2.88E+17,3.20E+16,3.20E+16,5.33E+16,,1.17E+17,,1.42E+18,3.20E+17,2.88E+17,5.33E+16,0.00E+00
2016-07-22 00:00:00 UTC,,2.01E+17,,,2.23E+17,1.06E+17,1.59E+17,,1.06E+16,2.65E+17,6.36E+16,,1.27E+17,,2.12E+17,,1.37E+18,2.01E+17,2.65E+17,1.27E+17,0.00E+00
2016-07-23 00:00:00 UTC,,1.99E+17,,,2.52E+17,1.36E+17,1.05E+17,,,2.31E+17,1.26E+17,1.05E+16,9.44E+16,,2.20E+17,,1.37E+18,1.99E+17,2.31E+17,9.44E+16,0.00E+00
2016-07-24 00:00:00 UTC,,2.93E+17,,,1.41E+17,1.41E+17,1.41E+17,1.08E+16,1.08E+16,2.39E+17,9.76E+16,1.08E+16,7.59E+16,,1.84E+17,,1.34E+18,2.93E+17,2.39E+17,7.59E+16,0.00E+00
2016-07-25 00:00:00 UTC,,2.40E+17,,,1.77E+17,1.67E+17,9.37E+16,,,2.71E+17,1.04E+17,,9.37E+16,1.04E+16,2.08E+17,,1.36E+18,2.40E+17,2.71E+17,9.37E+16,0.00E+00
2016-07-26 00:00:00 UTC,,2.12E+17,,,2.55E+17,1.81E+17,1.17E+17,,,2.87E+17,2.12E+16,,9.56E+16,2.12E+16,1.81E+17,,1.37E+18,2.12E+17,2.87E+17,9.56E+16,0.00E+00
2016-07-27 00:00:00 UTC,,2.76E+17,,,1.91E+17,1.06E+17,8.49E+16,,1.06E+16,3.29E+17,7.43E+16,1.06E+16,9.55E+16,,1.80E+17,,1.36E+18,2.76E+17,3.29E+17,9.55E+16,0.00E+00
2016-07-28 00:00:00 UTC,,2.75E+17,,,1.80E+17,1.80E+17,1.06E+17,,,3.07E+17,8.47E+16,,1.16E+17,1.06E+16,1.80E+17,,1.44E+18,2.75E+17,3.07E+17,1.16E+17,0.00E+00
2016-07-29 00:00:00 UTC,,2.45E+17,,,2.87E+17,2.76E+17,1.70E+17,1.06E+16,,2.13E+17,7.44E+16,,7.44E+16,,2.13E+17,,1.56E+18,2.45E+17,2.13E+17,7.44E+16,0.00E+00
2016-07-30 00:00:00 UTC,,2.55E+17,,,1.59E+17,2.12E+17,1.17E+17,,,2.65E+17,4.24E+16,,4.24E+16,,1.70E+17,,1.26E+18,2.55E+17,2.65E+17,4.24E+16,0.00E+00
2016-07-31 00:00:00 UTC,,3.10E+17,,,2.56E+17,1.50E+17,1.82E+17,,,2.67E+17,9.61E+16,,5.34E+16,,3.31E+17,,1.64E+18,3.10E+17,2.67E+17,5.34E+16,0.00E+00
2016-08-01 00:00:00 UTC,,2.52E+17,,,2.21E+17,2.21E+17,8.42E+16,,,2.95E+17,1.16E+17,,9.47E+16,,3.26E+17,,1.61E+18,2.52E+17,2.95E+17,9.47E+16,0.00E+00
2016-08-02 00:00:00 UTC,,3.25E+17,,,2.31E+17,1.89E+17,1.26E+17,,2.10E+16,3.04E+17,5.24E+16,,1.05E+17,3.15E+16,2.31E+17,,1.61E+18,3.25E+17,3.04E+17,1.05E+17,0.00E+00
2016-08-03 00:00:00 UTC,,3.11E+17,,,2.51E+17,2.11E+17,1.41E+17,,,2.71E+17,6.02E+16,,1.41E+17,1.00E+16,2.71E+17,,1.67E+18,3.11E+17,2.71E+17,1.41E+17,0.00E+00
2016-08-04 00:00:00 UTC,,2.22E+17,,,2.02E+17,2.02E+17,1.62E+17,,,2.93E+17,1.21E+17,2.02E+16,1.31E+17,,1.92E+17,,1.55E+18,2.22E+17,2.93E+17,1.31E+17,0.00E+00
2016-08-05 00:00:00 UTC,,3.12E+17,,,1.91E+17,1.91E+17,1.41E+17,,,3.73E+17,1.01E+17,1.01E+16,9.07E+16,,2.92E+17,,1.70E+18,3.12E+17,3.73E+17,9.07E+16,0.00E+00
2016-08-06 00:00:00 UTC,,2.69E+17,,,3.09E+17,1.89E+17,8.97E+16,9.97E+15,9.97E+15,2.99E+17,1.20E+17,,9.97E+16,1.99E+16,2.39E+17,,1.65E+18,2.69E+17,2.99E+17,9.97E+16,0.00E+00
2016-08-07 00:00:00 UTC,,2.71E+17,,,2.21E+17,1.71E+17,1.21E+17,,,3.32E+17,8.04E+16,,9.04E+16,,2.01E+17,,1.49E+18,2.71E+17,3.32E+17,9.04E+16,0.00E+00
2016-08-08 00:00:00 UTC,,2.01E+17,,,1.50E+17,1.71E+17,1.10E+17,,,2.91E+17,1.10E+17,,8.02E+16,,3.71E+17,,1.48E+18,2.01E+17,2.91E+17,8.02E+16,0.00E+00
2016-08-09 00:00:00 UTC,,2.00E+17,,,1.80E+17,1.10E+17,1.40E+17,,9.99E+15,2.60E+17,4.99E+16,,1.40E+17,,1.50E+17,,1.24E+18,2.00E+17,2.60E+17,1.40E+17,0.00E+00
2016-08-10 00:00:00 UTC,,2.46E+17,,,2.26E+17,2.87E+17,1.03E+17,,1.03E+16,2.36E+17,6.15E+16,,1.64E+17,1.03E+16,2.05E+17,,1.55E+18,2.46E+17,2.36E+17,1.64E+17,0.00E+00
2016-08-11 00:00:00 UTC,,2.36E+17,,,1.87E+17,2.36E+17,5.90E+16,,,3.83E+17,5.90E+16,,7.87E+16,,2.36E+17,,1.47E+18,2.36E+17,3.83E+17,7.87E+16,0.00E+00
2016-08-12 00:00:00 UTC,,2.51E+17,,,2.01E+17,1.91E+17,1.20E+17,,,3.41E+17,5.02E+16,,8.03E+16,,2.61E+17,,1.50E+18,2.51E+17,3.41E+17,8.03E+16,0.00E+00
2016-08-13 00:00:00 UTC,,2.52E+17,,,2.02E+17,2.02E+17,1.51E+17,2.02E+16,,3.33E+17,7.07E+16,,1.72E+17,,2.42E+17,,1.65E+18,2.52E+17,3.33E+17,1.72E+17,0.00E+00
2016-08-14 00:00:00 UTC,,2.80E+17,,,2.10E+17,2.10E+17,2.20E+17,,,2.30E+17,1.20E+17,,9.00E+16,,2.70E+17,,1.63E+18,2.80E+17,2.30E+17,9.00E+16,0.00E+00
2016-08-15 00:00:00 UTC,,1.84E+17,,,2.35E+17,2.04E+17,1.33E+17,1.02E+16,,2.96E+17,1.22E+17,,1.22E+17,,1.84E+17,,1.49E+18,1.84E+17,2.96E+17,1.22E+17,0.00E+00
2016-08-16 00:00:00 UTC,,2.67E+17,,,2.03E+17,1.60E+17,1.18E+17,,,2.78E+17,9.62E+16,,1.07E+17,,2.14E+17,,1.44E+18,2.67E+17,2.78E+17,1.07E+17,0.00E+00
2016-08-17 00:00:00 UTC,,1.83E+17,,,2.16E+17,1.94E+17,1.62E+17,,,2.05E+17,6.47E+16,,6.47E+16,,2.37E+17,,1.33E+18,1.83E+17,2.05E+17,6.47E+16,0.00E+00
2016-08-18 00:00:00 UTC,,2.81E+17,,,2.59E+17,3.13E+17,1.19E+17,,,2.59E+17,7.56E+16,,1.19E+17,,2.38E+17,,1.66E+18,2.81E+17,2.59E+17,1.19E+17,0.00E+00
2016-08-19 00:00:00 UTC,,1.85E+17,,,2.28E+17,2.28E+17,1.09E+17,1.09E+16,,3.70E+17,1.52E+17,,1.20E+17,,2.72E+17,,1.67E+18,1.85E+17,3.70E+17,1.20E+17,0.00E+00
2016-08-20 00:00:00 UTC,,2.69E+17,,,1.94E+17,2.26E+17,1.40E+17,,1.08E+16,3.02E+17,1.08E+17,,1.62E+17,,2.59E+17,,1.67E+18,2.69E+17,3.02E+17,1.62E+17,0.00E+00
2016-08-21 00:00:00 UTC,,2.70E+17,,,2.92E+17,2.05E+17,1.51E+17,,,3.57E+17,5.40E+16,1.08E+16,1.73E+17,,2.49E+17,,1.76E+18,2.70E+17,3.57E+17,1.73E+17,0.00E+00
2016-08-22 00:00:00 UTC,,2.82E+17,,,1.95E+17,2.17E+17,1.62E+17,,,2.71E+17,1.08E+17,,1.52E+17,,3.25E+17,,1.71E+18,2.82E+17,2.71E+17,1.52E+17,0.00E+00
2016-08-23 00:00:00 UTC,,2.17E+17,,,1.30E+17,2.27E+17,1.73E+17,,1.08E+16,2.82E+17,9.75E+16,,2.06E+17,,2.49E+17,,1.59E+18,2.17E+17,2.82E+17,2.06E+17,0.00E+00
2016-08-24 00:00:00 UTC,,2.40E+17,,,3.16E+17,2.51E+17,1.20E+17,,,3.27E+17,8.72E+16,,1.31E+17,1.09E+16,1.74E+17,,1.66E+18,2.40E+17,3.27E+17,1.31E+17,0.00E+00
2016-08-25 00:00:00 UTC,,1.38E+17,,,1.92E+17,1.70E+17,1.06E+17,,,2.98E+17,1.38E+17,,1.17E+17,,2.23E+17,,1.38E+18,1.38E+17,2.98E+17,1.17E+17,0.00E+00
2016-08-26 00:00:00 UTC,,2.39E+17,,,9.76E+16,1.84E+17,8.68E+16,1.08E+16,1.08E+16,3.36E+17,7.59E+16,,1.52E+17,,2.39E+17,,1.43E+18,2.39E+17,3.36E+17,1.52E+17,0.00E+00
2016-08-27 00:00:00 UTC,,1.93E+17,,,2.04E+17,2.04E+17,9.66E+16,,,3.44E+17,1.29E+17,,1.50E+17,1.07E+16,2.15E+17,,1.55E+18,1.93E+17,3.44E+17,1.50E+17,0.00E+00
2016-08-28 00:00:00 UTC,,2.50E+17,,,1.85E+17,1.96E+17,1.63E+17,1.09E+16,,3.59E+17,1.41E+17,,1.31E+17,,2.18E+17,,1.65E+18,2.50E+17,3.59E+17,1.31E+17,0.00E+00
2016-08-29 00:00:00 UTC,,2.81E+17,,,1.84E+17,1.40E+17,2.27E+17,,,2.59E+17,1.19E+17,,1.62E+17,,2.38E+17,,1.61E+18,2.81E+17,2.59E+17,1.62E+17,0.00E+00
2016-08-30 00:00:00 UTC,,2.96E+17,,,3.29E+17,1.97E+17,8.76E+16,,,3.29E+17,9.86E+16,,1.64E+17,1.10E+16,2.85E+17,,1.80E+18,2.96E+17,3.29E+17,1.64E+17,0.00E+00
2016-08-31 00:00:00 UTC,,2.65E+17,,,1.65E+17,2.10E+17,1.54E+17,,,2.10E+17,1.21E+17,,1.43E+17,,2.10E+17,,1.48E+18,2.65E+17,2.10E+17,1.43E+17,0.00E+00
2016-09-01 00:00:00 UTC,,2.18E+17,,,9.82E+16,2.51E+17,1.75E+17,,,2.84E+17,1.09E+17,,1.42E+17,,2.51E+17,,1.53E+18,2.18E+17,2.84E+17,1.42E+17,0.00E+00
2016-09-02 00:00:00 UTC,,1.77E+17,,,2.33E+17,1.88E+17,9.97E+16,,,3.10E+17,1.66E+17,,2.22E+17,,2.99E+17,,1.70E+18,1.77E+17,3.10E+17,2.22E+17,0.00E+00
2016-09-03 00:00:00 UTC,,2.19E+17,,,1.86E+17,1.42E+17,8.76E+16,,,2.41E+17,8.76E+16,,1.64E+17,,2.52E+17,,1.38E+18,2.19E+17,2.41E+17,1.64E+17,0.00E+00
2016-09-04 00:00:00 UTC,,2.95E+17,,,1.86E+17,1.97E+17,1.53E+17,2.18E+16,,4.15E+17,9.83E+16,,2.73E+17,,3.17E+17,,1.95E+18,2.95E+17,4.15E+17,2.73E+17,0.00E+00
2016-09-05 00:00:00 UTC,,2.96E+17,,,1.43E+17,2.08E+17,1.65E+17,,,2.52E+17,1.43E+17,,7.68E+16,1.10E+16,2.41E+17,,1.54E+18,2.96E+17,2.52E+17,7.68E+16,2.18E+16
2016-09-06 00:00:00 UTC,,2.78E+17,,,2.22E+17,1.55E+17,1.44E+17,,,3.22E+17,6.66E+16,,9.99E+16,,2.22E+17,,1.51E+18,2.78E+17,3.22E+17,9.99E+16,2.18E+16
2016-09-07 00:00:00 UTC,,2.60E+17,,,1.95E+17,2.27E+17,1.52E+17,,1.08E+16,3.46E+17,1.08E+17,,9.74E+16,,2.49E+17,,1.65E+18,2.60E+17,3.46E+17,9.74E+16,2.18E+16
2016-09-08 00:00:00 UTC,,2.87E+17,,,1.77E+17,1.77E+17,1.44E+17,,,2.87E+17,1.10E+17,,1.77E+17,,2.32E+17,,1.59E+18,2.87E+17,2.87E+17,1.77E+17,4.16E+16
2016-09-09 00:00:00 UTC,,2.95E+17,,,2.51E+17,1.20E+17,1.09E+17,,,1.97E+17,6.56E+16,,1.75E+17,,3.39E+17,,1.55E+18,2.95E+17,1.97E+17,1.75E+17,4.58E+16
2016-09-10 00:00:00 UTC,,1.43E+17,,,1.43E+17,2.31E+17,1.43E+17,1.10E+16,1.10E+16,3.30E+17,1.54E+17,,2.20E+17,,3.19E+17,,1.70E+18,1.43E+17,3.30E+17,2.20E+17,6.21E+16
2016-09-11 00:00:00 UTC,,3.08E+17,,,2.97E+17,1.98E+17,1.32E+17,,,2.75E+17,9.91E+16,,1.76E+17,,3.19E+17,,1.81E+18,3.08E+17,2.75E+17,1.76E+17,1.99E+16
2016-09-12 00:00:00 UTC,,2.12E+17,,,3.13E+17,2.46E+17,2.12E+17,,,2.57E+17,1.34E+17,,1.23E+17,4.47E+16,2.79E+17,,1.82E+18,2.12E+17,2.57E+17,1.23E+17,5.44E+16
2016-09-13 00:00:00 UTC,,2.59E+17,,,2.26E+17,2.37E+17,1.92E+17,,,3.27E+17,1.02E+17,1.13E+16,1.69E+17,2.26E+16,3.16E+17,,1.86E+18,2.59E+17,3.27E+17,1.69E+17,7.51E+16
2016-09-14 00:00:00 UTC,,2.45E+17,,,1.00E+17,2.22E+17,1.56E+17,,,3.00E+17,2.00E+17,,1.33E+17,2.22E+16,3.56E+17,,1.73E+18,2.45E+17,3.00E+17,1.33E+17,2.95E+16
2016-09-15 00:00:00 UTC,,2.69E+17,,,2.91E+17,1.68E+17,1.23E+17,1.12E+16,,2.69E+17,7.84E+16,,1.68E+17,1.12E+16,3.36E+17,,1.73E+18,2.69E+17,2.69E+17,1.68E+17,5.12E+16
2016-09-16 00:00:00 UTC,,2.26E+17,,,1.92E+17,2.03E+17,1.69E+17,,,2.37E+17,1.02E+17,,1.35E+17,,3.05E+17,,1.57E+18,2.26E+17,2.37E+17,1.35E+17,5.38E+16
2016-09-17 00:00:00 UTC,,3.14E+17,,,1.79E+17,2.92E+17,1.79E+17,,1.12E+16,2.02E+17,1.01E+17,,1.35E+17,1.12E+16,4.04E+17,,1.83E+18,3.14E+17,2.02E+17,1.35E+17,6.05E+16
2016-09-18 00:00:00 UTC,,2.26E+17,,,2.15E+17,1.81E+17,7.91E+16,1.13E+16,,3.28E+17,9.04E+16,2.26E+16,2.15E+17,1.13E+16,2.60E+17,,1.64E+18,2.26E+17,3.28E+17,2.15E+17,4.31E+16
2016-09-19 00:00:00 UTC,,1.81E+17,,,1.92E+17,2.15E+17,1.13E+17,,1.13E+16,3.96E+17,7.91E+16,,1.02E+17,,2.15E+17,,1.50E+18,1.81E+17,3.96E+17,1.02E+17,2.05E+16
2016-09-20 00:00:00 UTC,,2.21E+17,,,2.21E+17,2.65E+17,8.83E+16,,,2.54E+17,9.93E+16,1.10E+16,2.32E+17,1.10E+16,2.65E+17,,1.67E+18,2.21E+17,2.54E+17,2.32E+17,4.43E+16
2016-09-21 00:00:00 UTC,,2.91E+17,,,2.35E+17,1.90E+17,1.79E+17,,,2.69E+17,1.90E+17,,2.02E+17,,3.03E+17,,1.86E+18,2.91E+17,2.69E+17,2.02E+17,2.97E+16
2016-09-22 00:00:00 UTC,,2.02E+17,,,2.02E+17,1.91E+17,1.91E+17,1.12E+16,2.25E+16,2.92E+17,1.12E+17,,1.01E+17,,2.58E+17,,1.58E+18,2.02E+17,2.92E+17,1.01E+17,4.09E+16
2016-09-23 00:00:00 UTC,,1.69E+17,,,2.03E+17,2.03E+17,9.04E+16,,,2.48E+17,1.02E+17,1.13E+16,1.02E+17,,4.07E+17,,1.54E+18,1.69E+17,2.48E+17,1.02E+17,5.04E+16
2016-09-24 00:00:00 UTC,,3.15E+17,,,2.81E+17,1.80E+17,1.24E+17,,,3.94E+17,9.00E+16,1.12E+16,1.46E+17,,3.26E+17,,1.87E+18,3.15E+17,3.94E+17,1.46E+17,5.82E+16
2016-09-25 00:00:00 UTC,,3.35E+17,,,1.97E+17,2.31E+17,9.25E+16,,,5.09E+17,1.16E+17,,1.97E+17,,4.63E+17,,2.14E+18,3.35E+17,5.09E+17,1.97E+17,2.27E+16
2016-09-26 00:00:00 UTC,,2.32E+17,,,2.08E+17,2.57E+17,1.59E+17,,,3.18E+17,1.34E+17,1.22E+16,1.71E+17,,3.79E+17,,1.87E+18,2.32E+17,3.18E+17,1.71E+17,4.84E+16
2016-09-27 00:00:00 UTC,,2.96E+17,,,3.08E+17,1.42E+17,1.54E+17,1.18E+16,,3.43E+17,1.18E+17,,1.54E+17,,4.50E+17,,1.98E+18,2.96E+17,3.43E+17,1.54E+17,4.25E+16
2016-09-28 00:00:00 UTC,,2.06E+17,,,1.93E+17,1.81E+17,2.54E+17,,,3.87E+17,1.21E+17,1.21E+16,1.45E+17,,2.90E+17,,1.79E+18,2.06E+17,3.87E+17,1.45E+17,7.46E+16
2016-09-29 00:00:00 UTC,,2.96E+17,,,2.25E+17,1.42E+17,1.42E+17,,,3.79E+17,7.11E+16,,1.66E+17,,2.73E+17,,1.69E+18,2.96E+17,3.79E+17,1.66E+17,7.46E+16
2016-09-30 00:00:00 UTC,,2.78E+17,,,2.30E+17,1.94E+17,1.21E+17,,,3.51E+17,4.84E+16,,2.42E+17,,2.54E+17,,1.72E+18,2.78E+17,3.51E+17,2.42E+17,7.46E+16
2016-10-01 00:00:00 UTC,,3.45E+17,,,2.26E+17,1.90E+17,1.43E+17,,,2.74E+17,8.33E+16,,2.38E+17,1.19E+16,3.57E+17,,1.87E+18,3.45E+17,2.74E+17,2.38E+17,2.87E+16
2016-10-02 00:00:00 UTC,,3.89E+17,,,1.25E+17,1.88E+17,1.25E+17,,1.25E+16,3.26E+17,1.25E+17,,1.75E+17,,3.01E+17,,1.77E+18,3.89E+17,3.26E+17,1.75E+17,9.93E+16
2016-10-03 00:00:00 UTC,,2.21E+17,,,2.90E+17,1.74E+17,1.51E+17,1.16E+16,,3.02E+17,1.04E+17,1.16E+16,1.74E+17,,3.13E+17,,1.75E+18,2.21E+17,3.02E+17,1.74E+17,6.75E+16
