10/19/2016,1239302
10/20/2016,998481
10/21/2016,1065517
10/22/2016,1302488
10/23/2016,1237420
10/24/2016,1186463
10/25/2016,1173415
10/26/2016,1158039
10/27/2016,1204155
10/28/2016,1402328
10/29/2016,1318836
10/30/2016,1338194
10/31/2016,1487566
11/1/2016,1298202
11/2/2016,1321902
11/3/2016,1230807
11/4/2016,1348852
11/5/2016,1036527
11/6/2016,1325997
11/7/2016,1379564
11/8/2016,1294398
11/9/2016,1507321
11/10/2016,1334965
11/11/2016,1501227
11/12/2016,1459016
11/13/2016,1478736
11/14/2016,1259146
11/15/2016,1523262
11/16/2016,1389795
11/17/2016,1590936
11/18/2016,1467357
11/19/2016,1385428
11/20/2016,1337808
11/21/2016,1177093
11/22/2016,1300552
11/23/2016,1264052
11/24/2016,1371590
11/25/2016,1540282
11/26/2016,1450483
11/27/2016,1424453
11/28/2016,1303985
11/29/2016,1511320
11/30/2016,1388629
12/1/2016,1321104
12/2/2016,1391604
12/3/2016,1419703
12/4/2016,1648885
12/5/2016,1422188
12/6/2016,1450085
12/7/2016,1435055
12/8/2016,1686375
12/9/2016,1516416
12/10/2016,1312530
12/11/2016,1287818
12/12/2016,1520295
12/13/2016,1520295
12/14/2016,1739710
12/15/2016,1354213
12/16/2016,1249510
12/17/2016,1317539
12/18/2016,1439997
12/19/2016,1398471
12/20/2016,1511601
12/21/2016,1380945
12/22/2016,1659583
12/23/2016,1717669
12/24/2016,1720367
12/25/2016,1540552
12/26/2016,1867686
12/27/2016,1610869
12/28/2016,1828792
12/29/2016,2011489
12/30/2016,1831153
12/31/2016,1880752
1/1/2017,1785013
1/2/2017,1961203
1/3/2017,2060338
1/4/2017,2141405
1/5/2017,2308232
1/6/2017,1773876
1/7/2017,1805296
1/8/2017,1583005
1/9/2017,1915883
1/10/2017,1548900
1/11/2017,1842810
1/12/2017,1522760
1/13/2017,1750688
1/14/2017,1577155
1/15/2017,1759417
1/16/2017,1716578
1/17/2017,1769358
1/18/2017,1808884
1/19/2017,1672839
1/20/2017,1969903
1/21/2017,2134044
1/22/2017,2095397
1/23/2017,2002158
1/24/2017,1639777
1/25/2017,1723423
1/26/2017,1721633
1/27/2017,1834110
1/28/2017,1976661
1/29/2017,1787596
1/30/2017,1944065
1/31/2017,1736959
2/1/2017,1817471
2/2/2017,2400829
2/3/2017,2047541
2/4/2017,1970792
2/5/2017,1935046
2/6/2017,2069248
2/7/2017,1694794
2/8/2017,2077364
2/9/2017,2002537
2/10/2017,2148177
2/11/2017,1914816
2/12/2017,1792077
2/13/2017,1790374
2/14/2017,2090709
2/15/2017,2198282
2/16/2017,1822485
2/17/2017,2071526
2/18/2017,2094836
2/19/2017,2102643
2/20/2017,1835141
2/21/2017,2121402
2/22/2017,2066770
2/23/2017,2084941
2/24/2017,2381379
2/25/2017,2628974
2/26/2017,2521532
2/27/2017,2725923
2/28/2017,2305228
3/1/2017,2451281
3/2/2017,2416017
3/3/2017,2702444
3/4/2017,2670738
3/5/2017,2317878
3/6/2017,2524233
3/7/2017,2484821
3/8/2017,2609873
3/9/2017,2250201
3/10/2017,2399093
3/11/2017,2329339
3/12/2017,2359087
3/13/2017,2509818
3/14/2017,2417768
3/15/2017,2657112
3/16/2017,2446626
3/17/2017,2470016
3/18/2017,2279486
3/19/2017,1983180
3/20/2017,2267079
3/21/2017,1948540
3/22/2017,2188623
3/23/2017,2248011
3/24/2017,2076531
3/25/2017,2189771
3/26/2017,1696707
3/27/2017,2046574
3/28/2017,1848434
3/29/2017,2192723
3/30/2017,1943117
3/31/2017,2262000
4/1/2017,1987419
4/2/2017,1942181
4/3/2017,2296747
4/4/2017,2669295
4/5/2017,1939250
4/6/2017,2485787
4/7/2017,2391592
4/8/2017,2599338
4/9/2017,2143896
4/10/2017,2532237
4/11/2017,2406321
4/12/2017,2769337
4/13/2017,2357940
4/14/2017,2072007
4/15/2017,2292003
4/16/2017,2416965
4/17/2017,2320594
4/18/2017,2278752
4/19/2017,2500975
4/20/2017,2444374
4/21/2017,2456659
4/22/2017,2983038
4/23/2017,2596344
4/24/2017,2732615
4/25/2017,2119151
4/26/2017,2615124
4/27/2017,2740622
4/28/2017,2725014
4/29/2017,2501502
4/30/2017,3119179
5/1/2017,2720216
5/2/2017,2878278
5/3/2017,3149553
5/4/2017,2760373
5/5/2017,3500746
5/6/2017,2779170
5/7/2017,3610789
5/8/2017,3505620
5/9/2017,4062173
5/10/2017,3715394
5/11/2017,3665041
5/12/2017,3468077
5/13/2017,3731718
5/14/2017,3885821
5/15/2017,4018028
5/16/2017,4090703
5/17/2017,3356332
5/18/2017,4241264
5/19/2017,3986175
5/20/2017,4746880
5/21/2017,4862317
5/22/2017,4331490
5/23/2017,4499105
5/24/2017,5668946
5/25/2017,5524488
5/26/2017,5871334
5/27/2017,5119620
5/28/2017,5121737
5/29/2017,5262057
5/30/2017,5260814
5/31/2017,6132064
6/1/2017,5808558
6/2/2017,6245229
6/3/2017,5437775
6/4/2017,7190853
6/5/2017,5967105
6/6/2017,6586584
6/7/2017,6705146
6/8/2017,7060708
6/9/2017,6905690
6/10/2017,6408509
6/11/2017,5916953
6/12/2017,6255384
6/13/2017,5779114
6/14/2017,5967684
6/15/2017,5217093
6/16/2017,5540766
6/17/2017,5304594
6/18/2017,5461151
6/19/2017,5066180
6/20/2017,5761788
6/21/2017,5639440
6/22/2017,5729388
6/23/2017,5791396
6/24/2017,6125532
6/25/2017,5333680
6/26/2017,4323782
6/27/2017,5067818
6/28/2017,4893545
6/29/2017,5859694
6/30/2017,4529058
7/1/2017,5463199
7/2/2017,6165437
7/3/2017,5975339
7/4/2017,5975339
7/5/2017,5536125
7/6/2017,5284211
7/7/2017,5092047
7/8/2017,5027244
7/9/2017,5589288
7/10/2017,4618491
7/11/2017,6117733
7/12/2017,5418690
7/13/2017,5595773
7/14/2017,4943868
7/15/2017,4133223
7/16/2017,3915180
7/17/2017,4114452
7/18/2017,4307538
7/19/2017,5135591
7/20/2017,4503487
7/21/2017,6303560
7/22/2017,5613835
7/23/2017,5890365
7/24/2017,5998935
7/25/2017,6381473
7/26/2017,4978580
7/27/2017,4829128
7/28/2017,5348203
7/29/2017,5563273
7/30/2017,5536230
7/31/2017,5226926
8/1/2017,5550845
8/2/2017,5102353
8/3/2017,5295684
8/4/2017,5009853
8/5/2017,6553817
8/6/2017,7255240
8/7/2017,5802572
8/8/2017,6700312
8/9/2017,7395324
8/10/2017,6117049
8/11/2017,6163928
8/12/2017,7130611
8/13/2017,7067967
8/14/2017,8147957
8/15/2017,7782196
8/16/2017,9146734
8/17/2017,8320553
8/18/2017,10849951
8/19/2017,8775120
8/20/2017,8768358
8/21/2017,7392849
8/22/2017,6787387
8/23/2017,5749752
8/24/2017,10230715
8/25/2017,6929316
8/26/2017,7153228
8/27/2017,7319122
8/28/2017,9642616
8/29/2017,8451776
8/30/2017,10384095
8/31/2017,11046351
9/1/2017,11260487
9/2/2017,12131998
9/3/2017,10374578
9/4/2017,9700710
9/5/2017,10527922
9/6/2017,11928774
9/7/2017,10290919
9/8/2017,11050159
9/9/2017,10028960
9/10/2017,9554034
9/11/2017,7845878
9/12/2017,9592187
9/13/2017,10193192
9/14/2017,9617967
9/15/2017,7489085
9/16/2017,8227898
9/17/2017,8161423
9/18/2017,8368700
9/19/2017,6960685
9/20/2017,8091884
9/21/2017,6147322
9/22/2017,8287404
9/23/2017,6520223
9/24/2017,7983282
9/25/2017,6815446
9/26/2017,6522957
9/27/2017,7065925
9/28/2017,8033184
9/29/2017,9528010
9/30/2017,9047637
10/1/2017,7690943
10/2/2017,7369622
10/3/2017,8729899
10/4/2017,10134350
10/5/2017,7436308
10/6/2017,7204664
10/7/2017,8954116
10/8/2017,8787393
10/9/2017,10645076
10/10/2017,9983564
10/11/2017,10009312
10/12/2017,8773874
10/13/2017,10754101
10/14/2017,10610179
10/15/2017,11022592
10/16/2017,14217107
10/17/2017,13050105
10/18/2017,12204887
10/19/2017,11106218
10/20/2017,13368297
10/21/2017,13875337
10/22/2017,12037733
10/23/2017,14108349
10/24/2017,13224118
10/25/2017,12165126
10/26/2017,13473858
10/27/2017,13483501
10/28/2017,8162322
10/29/2017,6888711
10/30/2017,13055676
10/31/2017,12373554
11/1/2017,12093705
11/2/2017,10194587
11/3/2017,14715618
11/4/2017,12261316
11/5/2017,13655330
11/6/2017,13953619
11/7/2017,12842419
11/8/2017,15347363
11/9/2017,15069065
11/10/2017,15722628
11/11/2017,11846298
11/12/2017,8125361
11/13/2017,8791672
11/14/2017,16126660
11/15/2017,14299314
11/16/2017,17742475
11/17/2017,18216837
11/18/2017,18692416
11/19/2017,15016727
11/20/2017,17376609
11/21/2017,20065228
11/22/2017,19226653
11/23/2017,13902701
11/24/2017,17540615
11/25/2017,16712357
11/26/2017,18041748
11/27/2017,18860738
11/28/2017,22128558
11/29/2017,21029651
11/30/2017,23310275
12/1/2017,22988871
12/2/2017,26605723
12/3/2017,23388266
12/4/2017,26076363
12/5/2017,27786215
12/6/2017,28080616
12/7/2017,34001401
12/8/2017,35850533
12/9/2017,40290718
12/10/2017,40234510
12/11/2017,36118756
12/12/2017,42517109
12/13/2017,41532450
12/14/2017,47718953
12/15/2017,47709971
12/16/2017,46748983
12/17/2017,50569835
12/18/2017,53191582
12/19/2017,52600190
12/20/2017,41629001
12/21/2017,40786861
12/22/2017,43552942
12/23/2017,51049171
12/24/2017,41833673
12/25/2017,37634874
12/26/2017,32706729
12/27/2017,38893686
12/28/2017,41529953
12/29/2017,37008427
12/30/2017,40531228
12/31/2017,33640244
1/1/2018,35435186
1/2/2018,32334329
1/3/2018,40553328
1/4/2018,39612658
1/5/2018,42527795
1/6/2018,41569957
1/7/2018,46900388
1/8/2018,43826673
1/9/2018,41050023
1/10/2018,39993341
1/11/2018,41068171
1/12/2018,40136373
1/13/2018,38260426
1/14/2018,33603225
1/15/2018,32575141
1/16/2018,32326136
1/17/2018,28025172
1/18/2018,29865677
1/19/2018,31046751
1/20/2018,28241983
1/21/2018,33309440
1/22/2018,29815798
1/23/2018,24447640
1/24/2018,27086865
1/25/2018,27021009
1/26/2018,23853114
1/27/2018,22680093
1/28/2018,23654604
1/29/2018,24143237
1/30/2018,21651637
1/31/2018,22124874
2/1/2018,15840583
2/2/2018,19329174
2/3/2018,20349747
2/4/2018,18561807
2/5/2018,19061071
2/6/2018,16457612
2/7/2018,17000621
2/8/2018,14762174
2/9/2018,13782298
2/10/2018,14685356
2/11/2018,15154655
2/12/2018,15831706
2/13/2018,18398085
2/14/2018,17728597
2/15/2018,20951585
2/16/2018,16527156
2/17/2018,19925191
2/18/2018,20236577
2/19/2018,21269179
2/20/2018,22566370
2/21/2018,20189469
2/22/2018,22261055
2/23/2018,18506552
2/24/2018,19145428
2/25/2018,18033349
2/26/2018,20726468
2/27/2018,18260111
2/28/2018,21592350
3/1/2018,20144046
3/2/2018,22728868
3/3/2018,21569895
3/4/2018,25485634
3/5/2018,21145836
3/6/2018,21689458
3/7/2018,20999000
3/8/2018,19856689
3/9/2018,19122238
3/10/2018,16597022
3/11/2018,15401710
3/12/2018,18756524
3/13/2018,18489655
3/14/2018,18172080
3/15/2018,14672757
3/16/2018,15044619
3/17/2018,16634284
3/18/2018,14888219
3/19/2018,15423546
3/20/2018,16306727
3/21/2018,14275767
3/22/2018,17009679
3/23/2018,15534105
3/24/2018,14450536
3/25/2018,16891638
3/26/2018,14541688
3/27/2018,15370403
3/28/2018,14964771
3/29/2018,13433141
3/30/2018,13627332
3/31/2018,13937127
4/1/2018,11096768
4/2/2018,13758063
4/3/2018,13719904
4/4/2018,15098761
4/5/2018,12472512
4/6/2018,13311695
4/7/2018,11431311
4/8/2018,15587298
4/9/2018,14130052
4/10/2018,12309915
4/11/2018,13914522
4/12/2018,13939112
4/13/2018,15107102
4/14/2018,16284280
4/15/2018,13762525
4/16/2018,16994275
4/17/2018,14177203
4/18/2018,15988219
4/19/2018,16329875
4/20/2018,18366541
4/21/2018,15169133
4/22/2018,17521934
4/23/2018,17677097
4/24/2018,17086010
4/25/2018,19144528
4/26/2018,14253380
4/27/2018,16429028
4/28/2018,16065401
4/29/2018,14931204
4/30/2018,18435206
5/1/2018,17940417
5/2/2018,17923395
5/3/2018,16155938
5/4/2018,18194119
5/5/2018,16751009
5/6/2018,19738958
5/7/2018,16501239
5/8/2018,17532514
5/9/2018,16034707
5/10/2018,18644083
5/11/2018,17520355
5/12/2018,13452670
5/13/2018,17498965
5/14/2018,16146156
5/15/2018,14284515
5/16/2018,15533411
5/17/2018,18670664
5/18/2018,13537218
5/19/2018,15433623
5/20/2018,15829830
5/21/2018,15313332
5/22/2018,16465040
5/23/2018,15129407
5/24/2018,15300374
5/25/2018,13524571
5/26/2018,16379524
5/27/2018,14869389
5/28/2018,15091755
5/29/2018,13947340
5/30/2018,12968996
5/31/2018,16063234
6/1/2018,15919297
6/2/2018,15635429
6/3/2018,14525779
6/4/2018,15688518
6/5/2018,17156875
6/6/2018,16659392
6/7/2018,14067190
6/8/2018,13721336
6/9/2018,13811528
6/10/2018,13551638
6/11/2018,10758310
6/12/2018,12039313
6/13/2018,11844836
6/14/2018,11320892
6/15/2018,12712413
6/16/2018,12305193
6/17/2018,13507060
6/18/2018,12686408
6/19/2018,13762650
6/20/2018,13329155
6/21/2018,13820512
6/22/2018,14388442
6/23/2018,12793133
6/24/2018,12098140
6/25/2018,13225425
6/26/2018,12092549
6/27/2018,11395191
6/28/2018,9288788
6/29/2018,12052694
6/30/2018,11236722
7/1/2018,10494419
7/2/2018,11673362
7/3/2018,11271293
7/4/2018,9617154
7/5/2018,11089706
7/6/2018,11467705
7/7/2018,13022240
7/8/2018,12914636
7/9/2018,13062255
7/10/2018,11427128
7/11/2018,12485753
7/12/2018,10811121
7/13/2018,11268738
7/14/2018,11015183
7/15/2018,10322280
7/16/2018,10424457
7/17/2018,9550007
7/18/2018,13252292
7/19/2018,16010523
7/20/2018,15668191
7/21/2018,14443930
7/22/2018,12556547
7/23/2018,16874335
7/24/2018,15381187
7/25/2018,15319928
7/26/2018,18661752
7/27/2018,16911593
7/28/2018,16568112
7/29/2018,14770486
7/30/2018,17431648
7/31/2018,13817728
8/1/2018,14996021
8/2/2018,14445819
8/3/2018,14541710
8/4/2018,15674654
8/5/2018,16381955
8/6/2018,14016460
8/7/2018,11517946
8/8/2018,12988133
8/9/2018,12792696
8/10/2018,12046723
8/11/2018,14202870
8/12/2018,13261118
8/13/2018,12308444
8/14/2018,12027195
8/15/2018,10446685
8/16/2018,12945905
8/17/2018,12679218
8/18/2018,12467283
8/19/2018,12979347
8/20/2018,11716528
8/21/2018,12251866
8/22/2018,12000751
8/23/2018,13310067
8/24/2018,12109214
8/25/2018,12067488
8/26/2018,11480569
8/27/2018,14616492
8/28/2018,15757726
8/29/2018,13704073
8/30/2018,12423621
8/31/2018,13512460
9/1/2018,13703859
9/2/2018,13539458
9/3/2018,13164449
9/4/2018,13214318
9/5/2018,11716418
9/6/2018,11962954
9/7/2018,12263682
9/8/2018,12425079
9/9/2018,12056258
9/10/2018,12924076
9/11/2018,10753470
9/12/2018,11243810
9/13/2018,13323607
9/14/2018,12063758
9/15/2018,10861356
9/16/2018,11509989
9/17/2018,11344822
9/18/2018,10912754
9/19/2018,11296243
9/20/2018,12463163
9/21/2018,12472948
9/22/2018,12176819
9/23/2018,13124462
9/24/2018,12679234
9/25/2018,12385678
9/26/2018,13676604
9/27/2018,11369486
9/28/2018,11836751
9/29/2018,13046981
9/30/2018,12571060
10/1/2018,13535231
10/2/2018,13160999
10/3/2018,11407333
10/4/2018,11865841
10/5/2018,12429603
10/6/2018,10814044
10/7/2018,10399267
10/8/2018,11727103
10/9/2018,11279998
10/10/2018,10870641
10/11/2018,11916022
10/12/2018,12534246
10/13/2018,10445357
10/14/2018,11117559
10/15/2018,9054869
10/16/2018,13215486
10/17/2018,11259236
10/18/2018,11502917
10/19/2018,11448484
10/20/2018,11629774
10/21/2018,11691729
10/22/2018,11348423
10/23/2018,12699338
10/24/2018,12584229
10/25/2018,9303250
10/26/2018,11207341
10/27/2018,11687812
10/28/2018,11076741
10/29/2018,11390873
10/30/2018,11773497
10/31/2018,12264134
11/1/2018,12962285
11/2/2018,12319623
11/3/2018,11535020
11/4/2018,12893635
11/5/2018,9909550
11/6/2018,11706836
11/7/2018,10436214
11/8/2018,10758522
11/9/2018,9946660
11/10/2018,10321707
11/11/2018,10584956
11/12/2018,11730527
11/13/2018,11326127
11/14/2018,9673254
11/15/2018,10581751
11/16/2018,9131132
11/17/2018,9020655
11/18/2018,10194102
11/19/2018,8720412
11/20/2018,8565705
11/21/2018,8032834
11/22/2018,6176914
11/23/2018,7114930
11/24/2018,6892718
11/25/2018,7809122
11/26/2018,6192220
11/27/2018,5589819
11/28/2018,6283606
11/29/2018,6211552
11/30/2018,5788394
12/1/2018,5352396
12/2/2018,6509108
12/3/2018,6035630
12/4/2018,5777218
12/5/2018,6958363
12/6/2018,6371335
12/7/2018,6422800
12/8/2018,4959282
12/9/2018,5521458
12/10/2018,5705488
12/11/2018,5543093
12/12/2018,5433317
12/13/2018,5270464
12/14/2018,5653823
12/15/2018,6065305
12/16/2018,6066379
12/17/2018,4750979
12/18/2018,6855967
12/19/2018,5802769
12/20/2018,7217876
12/21/2018,6831099
12/22/2018,7151635
12/23/2018,8628688
12/24/2018,8922675
12/25/2018,8035502
12/26/2018,7649830
12/27/2018,7569380
12/28/2018,8214951
12/29/2018,7882682
12/30/2018,6808600
12/31/2018,8485748
1/1/2019,7406438
1/2/2019,7030739
1/3/2019,7368988
